description,statusesCount,followersCount,favoritesCount,friendsCount,url,name,created,protected,verified,screenName,location,lang,id,listedCount,followRequestSent,profileImageUrl,text1,favorited1,favoriteCount1,replyToSN1,created1,truncated1,replyToSID1,id1,replyToUID1,statusSource1,retweetCount1,isRetweet1,retweeted1,longitude1,latitude1,text2,favorited2,favoriteCount2,replyToSN2,created2,truncated2,replyToSID2,id2,replyToUID2,statusSource2,retweetCount2,isRetweet2,retweeted2,longitude2,latitude2,text3,favorited3,favoriteCount3,replyToSN3,created3,truncated3,replyToSID3,id3,replyToUID3,statusSource3,retweetCount3,isRetweet3,retweeted3,longitude3,latitude3,text4,favorited4,favoriteCount4,replyToSN4,created4,truncated4,replyToSID4,id4,replyToUID4,statusSource4,retweetCount4,isRetweet4,retweeted4,longitude4,latitude4,text5,favorited5,favoriteCount5,replyToSN5,created5,truncated5,replyToSID5,id5,replyToUID5,statusSource5,retweetCount5,isRetweet5,retweeted5,longitude5,latitude5,text6,favorited6,favoriteCount6,replyToSN6,created6,truncated6,replyToSID6,id6,replyToUID6,statusSource6,retweetCount6,isRetweet6,retweeted6,longitude6,latitude6,text7,favorited7,favoriteCount7,replyToSN7,created7,truncated7,replyToSID7,id7,replyToUID7,statusSource7,retweetCount7,isRetweet7,retweeted7,longitude7,latitude7,text8,favorited8,favoriteCount8,replyToSN8,created8,truncated8,replyToSID8,id8,replyToUID8,statusSource8,retweetCount8,isRetweet8,retweeted8,longitude8,latitude8,text9,favorited9,favoriteCount9,replyToSN9,created9,truncated9,replyToSID9,id9,replyToUID9,statusSource9,retweetCount9,isRetweet9,retweeted9,longitude9,latitude9,text10,favorited10,favoriteCount10,replyToSN10,created10,truncated10,replyToSID10,id10,replyToUID10,statusSource10,retweetCount10,isRetweet10,retweeted10,longitude10,latitude10,troll
Sometimes I have my phone handy when thinking about things so I tweet them as a way to record them.,2270.0,60.0,1536.0,99.0,NA,David Hyatt,2012-01-16T17:36:36Z,FALSE,FALSE,davidjhyatt,"California, USA",en,465727829,6.0,FALSE,http://pbs.twimg.com/profile_images/3705810961/3172cc651b013f850ee66d3e8497eaa5_normal.jpeg,@HillaryClinton Your hacked voicemail is a gold nugget! Attach to the economy not meeting expectations of opportunity. Drop parents basement,FALSE,0.0,HillaryClinton,2016-10-01T20:13:54Z,FALSE,NA,782312606333702144,1339835893,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.0,FALSE,FALSE,NA,NA,"Can you imaging, a Europa lander, lowering a 360 camera with bright light down to the bottom under the ice, live streamed to earth?",FALSE,0.0,NA,2016-09-30T00:23:52Z,FALSE,NA,781650737856061440,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.0,FALSE,FALSE,NA,NA,"@PhillyD Body cameras need laws and software that ensure the videos are captured, tamper captured and available without edit ability.",FALSE,0.0,PhillyD,2016-09-30T00:12:14Z,FALSE,NA,781647809460088832,6351572,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.0,FALSE,FALSE,NA,NA,"@HillaryClinton If you ask trump a question with ""can't you see.."" eliciting compassion in your tone his ans is ""yes but.."" cut him off at Y",FALSE,0.0,HillaryClinton,2016-09-29T20:10:37Z,FALSE,NA,781587002890280960,1339835893,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.0,FALSE,FALSE,NA,NA,"@HillaryClinton Familier with your regulatory changes proposed? Next time trump hits you on ""regulations"" inturrupt and say ""name one"".",FALSE,0.0,HillaryClinton,2016-09-29T18:15:12Z,FALSE,NA,781557958228398080,1339835893,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.0,FALSE,FALSE,NA,NA,@HillaryClinton When you talk about the economy. Talk about the trump economy. He flys around to his reports paying himself w/ donor $$$.,FALSE,0.0,HillaryClinton,2016-09-29T18:08:18Z,FALSE,NA,781556221438365696,1339835893,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.0,FALSE,FALSE,NA,NA,"@hankgreen @johngreen Would love an updated tax plan since trump has more details, hillary adopted some bernie deets and paul ryan's is out.",FALSE,0.0,hankgreen,2016-09-29T14:48:58Z,FALSE,NA,781506056962707456,61592079,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.0,FALSE,FALSE,NA,NA,@benheck Because $$$,FALSE,0.0,benheck,2016-09-29T12:58:03Z,FALSE,781282466741051392,781478145606037504,27889546,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.0,FALSE,FALSE,NA,NA,Trump gaffed and Clinton didn't capitalize on it. Over and over. #debatenight,FALSE,0.0,NA,2016-09-28T13:17:05Z,FALSE,NA,781120545609756672,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.0,FALSE,FALSE,NA,NA,"@elonmusk ""power depot"" .. make a lily pad pun name..",FALSE,0.0,elonmusk,2016-09-27T20:03:34Z,FALSE,NA,780860452817412096,44196397,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",0.0,FALSE,FALSE,NA,NA,0
"Astronomer: brown dwarfs and exoplanets, @UALPL grad, frmr planetarium director, writer, founder AuralMoon prog, displaced Pittsburgher, social justice advocate",19109.0,1252.0,14556.0,2496.0,NA,Purple & Clairvoyant,2008-08-25T00:09:36Z,FALSE,FALSE,spaceavian,"Yellow Springs, OH",en,15974600,108.0,FALSE,http://pbs.twimg.com/profile_images/1160625787/profileside_normal.jpg,"RT @Ike_Saul: 7 months ago I ""despised"" @HillaryClinton. Today I want to apologize, retract that, and endorse her. #ImWithHer https://t.co/‚Ä¶",FALSE,0.0,NA,2016-10-01T20:13:54Z,FALSE,NA,782312605926952960,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",3947.0,TRUE,FALSE,NA,NA,"@gagliarchives ""... that make the whole world sing..""",FALSE,1.0,gagliarchives,2016-10-01T19:47:30Z,FALSE,782302954640461824,782305960496812032,14053197,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.0,FALSE,FALSE,NA,NA,"RT @catvalente: In the world of Trump, it seems almost cute that we once decided @GovHowardDean was unelectable because he said YEAH too lo‚Ä¶",FALSE,0.0,NA,2016-10-01T19:45:28Z,FALSE,NA,782305450079510528,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",30.0,TRUE,FALSE,NA,NA,"RT @ezraklein: The thing about Trump is he warned us. He showed us who he is. If we elect him, and it goes bad, it's on us: https://t.co/hU‚Ä¶",FALSE,0.0,NA,2016-10-01T19:43:34Z,FALSE,NA,782304973484920832,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",456.0,TRUE,FALSE,NA,NA,@jsavite @snowyt3317 I guess people will just never understand how to work the internets. https://t.co/FjwnsOadVP,FALSE,1.0,jsavite,2016-10-01T19:13:24Z,FALSE,NA,782297380477698048,33537161,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.0,FALSE,FALSE,NA,NA,RT @danslimmon: My new hobby: finding incomprehensible diagrams on office whiteboards and adding alarming conclusions to them https://t.co/‚Ä¶,FALSE,0.0,NA,2016-10-01T18:57:36Z,FALSE,NA,782293405581864960,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",4861.0,TRUE,FALSE,NA,NA,As one should do. https://t.co/zwnA8BxjDX,FALSE,0.0,NA,2016-10-01T18:54:44Z,FALSE,NA,782292681682595840,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.0,FALSE,FALSE,NA,NA,RT @pirateannie16: One can only hope https://t.co/krEHfJXfHP,FALSE,0.0,NA,2016-10-01T18:53:11Z,FALSE,NA,782292293277585408,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",17.0,TRUE,FALSE,NA,NA,"RT @owillis: nasa you are my favorite govt agency, no lie https://t.co/AyQAhY6QyM",FALSE,0.0,NA,2016-10-01T17:53:14Z,FALSE,NA,782277207066566656,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",22.0,TRUE,FALSE,NA,NA,RT @joshtpm: 3: whole thing is silly since everyone cld hear him fine. Hillz slapped him around and that wounded fragile ego.,FALSE,0.0,NA,2016-10-01T16:23:32Z,FALSE,NA,782254630973702144,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",107.0,TRUE,FALSE,NA,NA,0
NA,3e3,104.0,875.0,549.0,NA,Nemol,2009-09-05T17:59:35Z,FALSE,FALSE,nanner920,NA,en,71855765,4.0,FALSE,http://pbs.twimg.com/profile_images/678674383636930560/d21N9Yya_normal.jpg,@FoxNews @HillaryClinton @realDonaldTrump NO WAY in one week.,FALSE,0.0,FoxNews,2016-10-01T20:13:54Z,FALSE,782307901884870656,782312605557792768,1367531,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.0,FALSE,FALSE,NA,NA,@FoxNews @HillaryClinton @realDonaldTrump @GovGaryJohnson @DrJillStein Don't believe it. It's what MSM thinks it should be.,FALSE,0.0,FoxNews,2016-10-01T20:12:00Z,FALSE,782307682761908224,782312128753512448,1367531,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.0,FALSE,FALSE,NA,NA,@RichardGrenell @Metalworks4 @politico  What does she hold over the press?  Why have they sold their souls to her?,FALSE,0.0,RichardGrenell,2016-10-01T20:05:17Z,FALSE,782051886652284928,782310435819094016,90480218,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.0,FALSE,FALSE,NA,NA,@FoxNews @GovMikeHuckabee PLEASE do all you can to keep this from happening.,FALSE,0.0,FoxNews,2016-10-01T20:02:31Z,FALSE,782305592304033792,782309742542663680,1367531,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.0,FALSE,FALSE,NA,NA,@America_1st_ @robyynn But that is what the MSM wants,FALSE,0.0,America_1st_,2016-10-01T20:00:50Z,FALSE,781971588950401024,782309317198225408,4218156466,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.0,FALSE,FALSE,NA,NA,"@FoxNews @HillaryClinton I'm telling you, that voice is awful.",FALSE,0.0,FoxNews,2016-10-01T19:24:13Z,FALSE,782293873322106880,782300103927214080,1367531,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",0.0,FALSE,FALSE,NA,NA,"RT @steph93065: The election in a nutshell...

Hillary is selling what she thinks people want to believe.

Trump offers the truth &amp; actual‚Ä¶",FALSE,0.0,NA,2016-10-01T19:22:45Z,FALSE,NA,782299732920061952,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",507.0,TRUE,FALSE,NA,NA,@healthuever @gjksk13 That must tell you that he is doing something right!!!Wow!Military for him.Muslims against him.  Picture very clear.,FALSE,1.0,healthuever,2016-10-01T19:22:12Z,FALSE,782264101707911168,782299595065860096,915585672,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",0.0,FALSE,FALSE,NA,NA,@RacySicilian @cliffhangernlv Love to see the % of Dem and Rep voting cheaters....anybody have that?,FALSE,0.0,RacySicilian,2016-10-01T15:57:56Z,FALSE,782221644479598592,782248189613125632,38351186,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",0.0,FALSE,FALSE,NA,NA,"RT @MarkDice: Alicia Machado has a lot in common with Hillary: Both compulsive liars, criminals, enemies of America, political prostitutes,‚Ä¶",FALSE,0.0,NA,2016-10-01T15:56:21Z,FALSE,NA,782247789501657088,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",293.0,TRUE,FALSE,NA,NA,0
"Wife, Mother, sole caretaker of Parent with Alzheimer's. Retired Nurse. Proud American.",1409.0,51.0,1825.0,185.0,NA,Del Crawford,2016-08-04T05:46:56Z,FALSE,FALSE,crawforddel3,"Texas, USA",en,761075928319406080,2.0,FALSE,http://abs.twimg.com/sticky/default_profile_images/default_profile_3_normal.png,"RT @FoxNews: .@GovMikeHuckabee on a @HillaryClinton presidency: ""We're going to have open borders; immigration is going to be uncontrolled.‚Ä¶",FALSE,0.0,NA,2016-10-01T20:13:54Z,FALSE,NA,782312605436096512,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",122.0,TRUE,FALSE,NA,NA,"RT @LoftisTracey: @BetsyOShea @hiya_jazz 

Sorry, but I trust no new accounts. And no time for H supporters. #ShameOnYou https://t.co/fJVt0‚Ä¶",FALSE,0.0,NA,2016-10-01T20:12:23Z,FALSE,NA,782312225599926272,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",5.0,TRUE,FALSE,NA,NA,"RT @SheriffClarke: When you take the BlackLivesMatter masks off the riot starters in Charlotte, this is who you'll see. White socialist cop‚Ä¶",FALSE,0.0,NA,2016-10-01T20:11:28Z,FALSE,NA,782311994649038848,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",688.0,TRUE,FALSE,NA,NA,RT @wilderpone: Please keep TelePrompTer in Hitlery's podium trending. They are trying to bury on Twitter &amp; you tube. Crickets on main stre‚Ä¶,FALSE,0.0,NA,2016-10-01T20:10:36Z,FALSE,NA,782311774783614976,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",7.0,TRUE,FALSE,NA,NA,RT @donbrownbooks: PLS RT. Mass #voterfraud coming from dems in Nov! @lsferguson @michaelkeyes @PatVPeters @jddickson @mdj17 @NahBabyNah @b‚Ä¶,FALSE,0.0,NA,2016-10-01T20:08:58Z,FALSE,NA,782311365109178368,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",25.0,TRUE,FALSE,NA,NA,RT @DineshDSouza: Somehow it never occurred to Jesse and the Black Caucus to call him a bigot as long as he was funding their organizations‚Ä¶,FALSE,0.0,NA,2016-10-01T17:38:05Z,FALSE,NA,782273394343497728,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",2446.0,TRUE,FALSE,NA,NA,"RT @LeahR77: ""Hillary ClintonÌ†ΩÌ±â She'll Say Anything &amp; Change NOTHING""
 Barack Obama  #debatenight #ObamaTownHall #debates https://t.co/gknBn‚Ä¶",FALSE,0.0,NA,2016-10-01T17:32:06Z,FALSE,NA,782271886457577472,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1036.0,TRUE,FALSE,NA,NA,"RT @andersonDrLJA: #HILLARY'S SAD RECORD AS SENATOR &amp; SEC OF STATE! WE REALLY DON'T WANT 2 SEE WHAT DISASTERS SHE WOULD CAUSE AS POTUS!
#NE‚Ä¶",FALSE,0.0,NA,2016-10-01T17:28:14Z,FALSE,NA,782270914343821312,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",64.0,TRUE,FALSE,NA,NA,"RT @andersonDrLJA: #BenCarson: THIS IS THE TIME TO UNITE BEHIND #TRUMP!
#NeverHillary
#TRUMP16
#MAGA https://t.co/2SH1AXl9tO",FALSE,0.0,NA,2016-10-01T17:14:53Z,FALSE,NA,782267552936321024,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",50.0,TRUE,FALSE,NA,NA,RT @Interior: #OTD in 1890 @YosemiteNPS became a national park. RT to wish it happy birthday! https://t.co/rVhw48yoZV,FALSE,0.0,NA,2016-10-01T17:14:40Z,FALSE,NA,782267501925150720,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",516.0,TRUE,FALSE,NA,NA,0
NA,8139.0,486.0,5819.0,1535.0,NA,Toothless Night Fury,2013-02-22T04:07:57Z,FALSE,FALSE,tonemeis,NA,en,1206769123,19.0,FALSE,http://pbs.twimg.com/profile_images/780479125278617601/V5BQlPO4_normal.jpg,RT @TheBriefing2016: Many people are saying there‚Äôs only one person having fun here. https://t.co/EAttlFu07G,FALSE,0.0,NA,2016-10-01T20:14:23Z,FALSE,NA,782312725896581120,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",65.0,TRUE,FALSE,NA,NA,"RT @nobarriers2016: ""A danger unmatched since World War II."" 
That's why this voter is with @HillaryClinton. #ImWithHer https://t.co/HqjyDh‚Ä¶",FALSE,0.0,NA,2016-10-01T20:13:53Z,FALSE,NA,782312601849966592,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",16.0,TRUE,FALSE,NA,NA,RT @Rosie: Donald Trump's obsession with ROSIE - https://t.co/zpQi3OSCUd via @HuffPostPol,FALSE,0.0,NA,2016-10-01T20:13:05Z,FALSE,NA,782312401538428928,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",199.0,TRUE,FALSE,NA,NA,RT @Only1marcia: I wonder how #Thanksgiving will be. Will we be Thankful? I hope so! This #Halloween will be the Nightmare before the Elect‚Ä¶,FALSE,0.0,NA,2016-10-01T20:12:55Z,FALSE,NA,782312356764225536,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.0,TRUE,FALSE,NA,NA,"RT @RickyJohannesse: If America chooses Trump instead of this amazing woman, the world will laugh in your face https://t.co/ZFQuVwqcBU",FALSE,0.0,NA,2016-10-01T20:09:49Z,FALSE,NA,782311579802931200,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",4.0,TRUE,FALSE,NA,NA,RT @Gabbiedrice78K: @kurteichenwald @MiamiHerald ‚¨ÖÔ∏è In the pocket for #Rubio. The #TrumpInCuba story hurts Rubio.,FALSE,0.0,NA,2016-10-01T20:09:36Z,FALSE,NA,782311524568150016,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.0,TRUE,FALSE,NA,NA,RT @kurteichenwald: If u can explain why the @MiamiHerald would reprint pro-embargo of Cub op-ed from 1999 w/o saying he broke it 4 months‚Ä¶,FALSE,0.0,NA,2016-10-01T20:09:26Z,FALSE,NA,782311480657981440,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",222.0,TRUE,FALSE,NA,NA,"RT @Jen_Poll: Right! More Trump lies &amp; smears. The point is, it wouldn't excuse his behavior even if it were true! And... SHE'S not running‚Ä¶",FALSE,0.0,NA,2016-10-01T19:59:31Z,FALSE,NA,782308985634455552,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",7.0,TRUE,FALSE,NA,NA,RT @BuzzFeedAndrew: Ì†ΩÌ∏é https://t.co/M6hHdDaGk5,FALSE,0.0,NA,2016-10-01T19:59:00Z,FALSE,NA,782308855355146240,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",453.0,TRUE,FALSE,NA,NA,RT @aravosis: Another homophobic Trump supporter. This is what the election is about. https://t.co/k9jlDvR8Dv,FALSE,0.0,NA,2016-10-01T19:58:45Z,FALSE,NA,782308794734870528,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",11.0,TRUE,FALSE,NA,NA,0
"2016 Candidate for Hawaii Senate District 14, Energy Consultant, Chair of Energy and Climate Change Committee, Region 3 Chair, Democratic Party of Hawaii",671.0,248.0,153.0,574.0,https://t.co/175uv3hWuQ,Carl Campagna,2009-02-25T22:37:50Z,FALSE,FALSE,carlc70,Honolulu,en,21930318,9.0,FALSE,http://pbs.twimg.com/profile_images/644382768932089856/2WU04f_E_normal.jpg,RT @HillaryClinton: It's 3:20am. As good a time as any to tweet about national service. https://t.co/6hRCC16UiV,FALSE,0.0,NA,2016-10-01T20:13:53Z,FALSE,NA,782312601699037184,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",8792.0,TRUE,FALSE,NA,NA,"RT @HillaryClinton: There are hundreds of thousands more @AmeriCorps applications than spots. Horrible! Let's expand it from 75,000 annual‚Ä¶",FALSE,0.0,NA,2016-10-01T20:13:51Z,FALSE,NA,782312592635158528,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1264.0,TRUE,FALSE,NA,NA,RT @HillaryClinton: Too many talented young people pass up on programs like @Peacecorps because of student loans. Let's use GOOD JUDGMENT &amp;‚Ä¶,FALSE,0.0,NA,2016-10-01T20:13:39Z,FALSE,NA,782312540743217152,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1423.0,TRUE,FALSE,NA,NA,"RT @HillaryClinton: Remember, don't believe the haters who describe America as hopeless and broken. We should lift each other up, not tear‚Ä¶",FALSE,0.0,NA,2016-10-01T20:13:33Z,FALSE,NA,782312518890889216,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2889.0,TRUE,FALSE,NA,NA,"RT @HillaryClinton: For those few people knocking public service, hope you'll reconsider answering the call to help others. Because we're s‚Ä¶",FALSE,0.0,NA,2016-10-01T20:13:27Z,FALSE,NA,782312493494378496,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1693.0,TRUE,FALSE,NA,NA,RT @HillaryClinton: Great step forward by the Obama administration. It‚Äôs past time for Congress to guarantee paid sick leave for everyone.‚Ä¶,FALSE,0.0,NA,2016-10-01T20:13:10Z,FALSE,NA,782312420622512128,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1526.0,TRUE,FALSE,NA,NA,RT @HillaryClinton: Hillary teamed up with @BernieSanders on a plan to make college debt-free for all Americans. https://t.co/sdWVzdxIrG,FALSE,0.0,NA,2016-10-01T20:12:53Z,FALSE,NA,782312348828610560,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",458.0,TRUE,FALSE,NA,NA,"RT @HillaryClinton: No matter where you live, you can make sure you're registered to vote at https://t.co/tTgeqxNqYm. #NationalVoterRegistr‚Ä¶",FALSE,0.0,NA,2016-10-01T20:12:46Z,FALSE,NA,782312320831631360,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",4226.0,TRUE,FALSE,NA,NA,"@MJMannWrites 
Many thanks!  I've been working hard all year.  :)",FALSE,0.0,NA,2016-08-08T06:49:53Z,FALSE,NA,762541322674647040,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.0,FALSE,FALSE,NA,NA,"Conditions on Alewa Hts: Huge rain storm, wind, thunder, lighting, flooding...so far power us holding.  Cross fingers everyone.  Stay safe!",FALSE,5.0,NA,2016-07-25T06:29:12Z,FALSE,NA,757462689689968640,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.0,FALSE,FALSE,NA,NA,0
Enjoy (http://t.co/6xCiqt8LjC) (http://t.co/iBKSkidUWI),43920.0,264.0,1510.0,420.0,http://t.co/6xCiqt8LjC,Luna or Jen,2010-04-05T20:09:47Z,FALSE,FALSE,deliaalley,"Seattle, WA",en,129917668,55.0,FALSE,http://pbs.twimg.com/profile_images/3462498480/d0a0657d5805343621df163ae51df76f_normal.jpeg,RT @HillaryClinton: Hillary teamed up with @BernieSanders on a plan to make college debt-free for all Americans. https://t.co/sdWVzdxIrG,FALSE,0.0,NA,2016-10-01T20:13:53Z,FALSE,NA,782312601661255680,NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>",425.0,TRUE,FALSE,NA,NA,RT @AJEnglish: #Aleppo: 'Most of the public schools are destroyed' https://t.co/w27aNKjyU9 https://t.co/prCsP6vlQ0,FALSE,0.0,NA,2016-10-01T20:13:48Z,FALSE,NA,782312582438727680,NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>",46.0,TRUE,FALSE,NA,NA,"RT @SamHeughan: Hopefully not on a boat, Jamie chronic seasickness but they'd def share rum/whisky, make fight more interesting. Obviously‚Ä¶",FALSE,0.0,NA,2016-10-01T16:45:20Z,FALSE,NA,782260116007428096,NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>",731.0,TRUE,FALSE,NA,NA,"RT @nytimes: Oscar Brand, the folk singer whose ""weekly on-air hootenany"" ran for decades, has died at 96 https://t.co/cNY4HePNR7 https://t‚Ä¶",FALSE,0.0,NA,2016-10-01T15:21:26Z,FALSE,NA,782239005312114688,NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>",52.0,TRUE,FALSE,NA,NA,RT @nytimes: Carnegie Deli announced that it would be shutting down https://t.co/yONRrWCPGN https://t.co/2izXzeUOLu,FALSE,0.0,NA,2016-10-01T13:51:46Z,FALSE,NA,782216436940800000,NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>",130.0,TRUE,FALSE,NA,NA,"RT @hitRECordJoe: ""Wa""  //  PHOTO: https://t.co/kkARV6yQr0 https://t.co/E9rWDLARHA",FALSE,0.0,NA,2016-10-01T13:51:22Z,FALSE,NA,782216338001375232,NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>",54.0,TRUE,FALSE,NA,NA,"RT @ZooBorns: Once numbering only 12 animals worldwide, this calf is part of the European Bison's comeback from near-extinction https://t.c‚Ä¶",FALSE,0.0,NA,2016-10-01T13:51:12Z,FALSE,NA,782216297148841984,NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>",12.0,TRUE,FALSE,NA,NA,"RT @AJEnglish: Today, on Nigeria's independence day, Nigerians reflect on what this day means to them https://t.co/ZYm6x1pULN https://t.co/‚Ä¶",FALSE,0.0,NA,2016-10-01T13:50:35Z,FALSE,NA,782216142068654080,NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>",81.0,TRUE,FALSE,NA,NA,RT @robreiner: DT is a lying racist misogynistic criminal. Gary Johnson is an uniformed fool. Republican leadership needs grow some balls a‚Ä¶,FALSE,0.0,NA,2016-10-01T13:50:21Z,FALSE,NA,782216082702557184,NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>",1225.0,TRUE,FALSE,NA,NA,"RT @robreiner: DT says climate change is a hoax. Johnson says just move to another planet. Millennials, if you care about the environment y‚Ä¶",FALSE,0.0,NA,2016-10-01T13:50:15Z,FALSE,NA,782216058920849408,NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>",967.0,TRUE,FALSE,NA,NA,0
